customer_id,age,income,tenure_months,monthly_charges,contract_type,payment_method,total_calls,data_usage_gb,num_products,complaint_registered,churn
CUST001334,45,59,362,17,87.29,Month-to-Month,Credit Card,5,9.69,4,No,0
CUST001335,,66K,-9,77.99,Two-Year,Bank Transfer,3,48.46,3,No,0
CUST001336,,47,883,18,46.43,One-Year,Electronic Check,4,34.33,2,No,0
CUST001337,62,$60964,7,131.07,Two-Year,Bank Transfer,2,21.14,5,Yes,1
CUST001338,33,71812,3,92.76,Two-Year,Bank Transfer,3,10.35,4,No,0
CUST001339,57,52,089,10,51.39,Month-to-Month,Electronic Check,0,24.86,1,Yes,1
CUST001340,25,78,815,13,38.44,One-Year,Bank Transfer,1,13.47,1,No,0
CUST001341,,61K,6,118.21,Two-Year,Credit Card,4,14.37,1,No,1
CUST001342,33,$96353,4,,One-Year,Credit Card,5,14.99,4,No,0
CUST001343,35,59564,14,34.86,Month-to-Month,Bank Transfer,4,12.15,1,No,1
CUST001344,51,71,986,4,,Two-Year,Credit Card,1,44.04,5,No,0
CUST001345,,,1,67.63,One-Year,Electronic Check,1,38.04,4,Yes,1
CUST001346,63,23K,27,75.67,Two-Year,Bank Transfer,5,31.02,1,Yes,0
CUST001347,67,$20000,22,51.46,Month-to-Month,Credit Card,4,33.27,4,No,0
CUST001348,59,$77173,53,63.16,Two-Year,Bank Transfer,0,33.82,5,Yes,0
CUST001349,38,$35761,42,87.55,Month-to-Month,Credit Card,1,75.71,2,No,0
CUST001350,56,90960,-1,86.71,One-Year,Bank Transfer,5,13.25,2,Yes,1
CUST001351,38,38,445,22,31.73,Month-to-Month,Bank Transfer,3,21.72,5,No,1
CUST001352,48,73K,64,61.29,Two-Year,Electronic Check,4,38.55,2,Yes,0
CUST001353,46,81367,25,77.99,Month-to-Month,Electronic Check,2,55.47,4,Yes,0
CUST001354,44,82,875,32,60.72,Month-to-Month,Bank Transfer,3,46.57,5,Yes,1
CUST001355,45,70K,52,52.8,Month-to-Month,Electronic Check,7,34.97,4,No,0
CUST001356,31,$38169,34,35.22,Month-to-Month,Electronic Check,5,39.42,3,Yes,0
CUST001357,48,78739,35,81.23,One-Year,Credit Card,7,16.08,2,Yes,0
CUST001358,41,$104295,22,79.21,One-Year,Electronic Check,5,7.89,1,Yes,1
CUST001359,43,,58,38.75,One-Year,Credit Card,3,20.22,3,No,0
CUST001360,20,$50861,28,60.73,One-Year,Bank Transfer,6,33.86,4,No,0
CUST001361,34,90K,49,76.35,Two-Year,Credit Card,2,38.52,4,No,0
CUST001362,30,61,390,50,45.51,Month-to-Month,Credit Card,3,24.49,3,Yes,1
CUST001363,47,67298,27,25.54,Two-Year,Credit Card,1,8.3,4,Yes,1
CUST001364,75,38690,31,68.91,Two-Year,Credit Card,3,55.47,3,No,0
CUST001365,62,61K,64,61.5,Month-to-Month,Credit Card,2,50.56,4,No,1
CUST001366,38,20,000,17,64.04,Two-Year,Bank Transfer,37,5.85,3,No,0
CUST001367,44,97K,64,60.67,Month-to-Month,Credit Card,9,16.61,3,No,0
CUST001368,,40,129,14,75.92,Two-Year,Bank Transfer,3,8.15,5,Yes,0
CUST001369,55,79K,67,32.67,Month-to-Month,Credit Card,15,18.94,5,No,1
CUST001370,18,$89139,15,79.8,Month-to-Month,Electronic Check,3,40.56,3,Yes,0
CUST001371,63,30K,50,79.29,Two-Year,Credit Card,1,34.51,5,Yes,0
CUST001372,44,40,972,28,86.69,One-Year,Electronic Check,47,48.91,4,No,0
CUST001373,22,64K,62,44.16,One-Year,Credit Card,30,58.86,2,Yes,1
CUST001374,33,76K,37,96.5,Month-to-Month,Credit Card,6,5.11,2,No,0
CUST001375,55,55943,37,45.5,One-Year,Bank Transfer,4,23.27,2,No,1
CUST001376,28,59K,47,70.33,Month-to-Month,Bank Transfer,4,19.84,1,Yes,1
CUST001377,,$48994,51,20,Two-Year,Credit Card,2,19.24,5,No,0
CUST001378,24,45948,14,84.17,Two-Year,Electronic Check,36,8.58,4,No,0
CUST001379,52,,9,89.18,Month-to-Month,Bank Transfer,4,20.74,1,No,0
CUST001380,57,68962,8,61.86,Month-to-Month,Electronic Check,1,3.83,5,No,1
CUST001381,63,20000,58,78.39,One-Year,Credit Card,2,18.16,3,No,0
CUST001382,36,$38229,22,94.68,One-Year,Credit Card,3,8.77,3,No,1
CUST001383,56,47937,60,49.26,Month-to-Month,Electronic Check,2,40.93,3,No,1
CUST001384,30,,64,,Two-Year,Credit Card,5,5.22,4,No,1
CUST001385,41,$49454,68,56.64,Month-to-Month,Credit Card,34,25.17,1,Yes,0
CUST001386,85,82K,54,67.62,Two-Year,Credit Card,2,15.7,5,Yes,0
CUST001387,77,107,810,20,78.68,Month-to-Month,Credit Card,4,48.24,3,No,0
CUST001388,34,20000,60,21.13,Two-Year,Credit Card,2,17.41,1,No,1
CUST001389,49,95867,-6,20,Two-Year,Bank Transfer,2,39.82,3,Yes,1
CUST001390,32,$46969,18,61.03,One-Year,Bank Transfer,5,43.7,2,No,0
CUST001391,37,54K,26,100.39,Two-Year,Bank Transfer,5,32.23,1,No,0
CUST001392,105,$39966,52,73.67,Month-to-Month,Bank Transfer,4,51.72,1,No,1
CUST001393,37,,69,80.33,Two-Year,Electronic Check,5,49.35,1,No,0
CUST001394,56,62K,22,79.24,Two-Year,Credit Card,3,52.98,4,No,0
CUST001395,,67492,56,91.71,Two-Year,Credit Card,2,16.16,5,No,1
CUST001396,55,20000,8,100.03,Month-to-Month,Electronic Check,1,34.79,4,No,1
CUST001397,46,$42130,65,93.81,Two-Year,Bank Transfer,6,64.07,3,No,0
CUST001398,56,,33,81.6,Two-Year,Bank Transfer,45,38.52,3,No,1
CUST001399,68,,58,72.15,Month-to-Month,Bank Transfer,3,6.51,1,Yes,1
CUST001400,42,55K,58,48.5,Month-to-Month,Credit Card,3,37.89,2,Yes,1
CUST001401,45,$36808,11,,Two-Year,Credit Card,3,16.19,3,No,1
CUST001402,53,30747,16,89.77,Two-Year,Mailed Check,4,47.83,2,No,0
CUST001403,27,44,865,70,40.31,One-Year,Bank Transfer,4,33.25,2,No,1
CUST001404,49,$99834,38,58.78,Month-to-Month,Credit Card,6,44.2,4,No,0
CUST001405,49,51637,54,85.32,One-Year,Credit Card,6,8.17,1,No,0
CUST001406,30,70,997,11,49.08,Month-to-Month,Credit Card,3,39.83,2,No,0
CUST001407,24,79654,51,62.86,Month-to-Month,Credit Card,4,12.06,4,No,0
CUST001408,61,,1,86.42,Two-Year,Electronic Check,5,44.65,5,Yes,0
CUST001409,,$21577,18,55.57,Month-to-Month,Electronic Check,5,34.75,3,No,0
CUST001410,64,$52060,48,73.44,One-Year,Bank Transfer,2,33.97,2,No,0
CUST001411,59,67,897,68,,Month-to-Month,Electronic Check,3,22.34,5,No,0
CUST001412,76,25,769,54,67.59,One-Year,Electronic Check,2,18.41,2,No,0
CUST001413,39,63293,44,37.67,Month-to-Month,Electronic Check,2,36.92,4,No,0
CUST001414,28,54K,18,,One-Year,Credit Card,3,44.47,5,Yes,1
CUST001415,,45,632,59,61.09,One-Year,Credit Card,5,40.05,4,Yes,1
CUST001416,66,46,984,72,60.79,Month-to-Month,Bank Transfer,5,78.72,4,Yes,1
CUST001417,50,$40833,-9,,One-Year,Bank Transfer,1,25.19,1,Yes,1
CUST001418,,79K,7,107.25,Two-Year,Credit Card,2,25.14,3,No,0
CUST001419,,20,000,54,55.14,One-Year,Bank Transfer,0,21.16,4,No,0
CUST001420,33,61,241,11,71.18,Month-to-Month,Credit Card,4,19.91,1,No,0
CUST001421,40,44,669,10,36.9,Month-to-Month,Credit Card,3,45.4,1,Yes,1
CUST001422,23,34,612,66,50.64,Two-Year,Electronic Check,2,24.04,2,No,0
CUST001423,28,50K,46,88.89,One-Year,Bank Transfer,0,28.45,2,No,0
CUST001424,22,61,541,5,,One-Year,Bank Transfer,3,26.55,3,Yes,0
CUST001425,48,49497,66,70.47,One-Year,Credit Card,28,17.1,2,No,0
CUST001426,18,97,183,6,82.42,One-Year,Credit Card,2,62.6,2,Yes,0
CUST001427,42,37784,18,45.33,Month-to-Month,Credit Card,2,27.96,2,Yes,1
CUST001428,18,86,268,24,20,One-Year,Credit Card,2,18.97,3,No,0
CUST001429,102,22,321,12,85.37,Two-Year,Bank Transfer,3,24.1,2,No,0
CUST001430,53,37259,67,59.37,One-Year,Bank Transfer,3,18.99,4,Yes,1
CUST001431,27,26959,10,82.33,One-Year,Credit Card,5,34.49,3,No,0
CUST001432,18,57971,60,69.08,Month-to-Month,Bank Transfer,4,49.1,1,Yes,1
CUST001433,36,66192,26,,One-Year,Bank Transfer,3,32,4,Yes,1
CUST001434,,58,046,58,103.01,Two-Year,Credit Card,5,38.31,3,No,0
CUST001435,,$58733,4,71.73,Month-to-Month,Credit Card,5,34.62,2,No,0
CUST001436,60,62268,23,25.79,Two-Year,Electronic Check,8,43.98,5,No,0
CUST001437,44,39,192,4,,Two-Year,Bank Transfer,3,32.39,5,Yes,0
CUST001438,55,25480,11,90.58,Two-Year,Bank Transfer,0,32.67,1,Yes,0
CUST001439,46,45311,20,82.95,Month-to-Month,Credit Card,0,25.42,1,Yes,0
CUST001440,85,32K,14,92.99,Month-to-Month,Mailed Check,4,42.18,3,No,0
CUST001441,102,60994,-10,24.1,Two-Year,Credit Card,4,47.61,1,No,0
CUST001442,22,39,477,18,120.96,Two-Year,Bank Transfer,32,13.47,4,Yes,0
CUST001443,50,55K,26,41.1,Month-to-Month,Bank Transfer,2,30.62,1,Yes,1
CUST001444,18,77239,45,102.58,Two-Year,Bank Transfer,5,44.11,4,No,1
CUST001445,33,78248,71,107.34,One-Year,Electronic Check,5,23.08,2,Yes,1
CUST001446,68,$80722,31,102.78,Month-to-Month,Credit Card,2,37.35,2,Yes,0
CUST001447,72,54K,7,65.75,Month-to-Month,Bank Transfer,4,33.63,1,No,1
CUST001448,,$55888,51,93.43,Month-to-Month,Bank Transfer,1,13.96,1,Yes,1
CUST001449,49,$20000,60,103.25,One-Year,Credit Card,3,22.15,4,No,1
CUST001450,36,37K,36,46.87,Month-to-Month,Bank Transfer,3,31.79,3,Yes,0
CUST001451,48,,22,81.46,Month-to-Month,Bank Transfer,6,74.18,2,No,0
CUST001452,76,44178,37,48,Month-to-Month,Credit Card,3,12.18,1,No,1
CUST001453,102,76185,72,54.37,Month-to-Month,Bank Transfer,1,5.31,2,Yes,1
CUST001454,49,,22,59.06,Two-Year,Bank Transfer,0,20.7,1,No,0
CUST001455,34,$81364,21,31.85,Two-Year,Bank Transfer,4,12.49,2,No,0
CUST001456,56,33K,59,98.95,One-Year,Credit Card,5,15.2,3,No,0
CUST001457,39,66802,-8,23.88,One-Year,Bank Transfer,2,25.4,2,Yes,0
CUST001458,,31,312,4,118.06,Two-Year,Credit Card,4,27.92,2,No,0
CUST001459,12,68,686,9,55.88,Two-Year,Bank Transfer,3,4.57,2,Yes,1
CUST001460,31,86,887,50,79.44,Two-Year,Credit Card,2,25.09,3,No,1
CUST001461,55,70688,44,75.04,One-Year,Credit Card,3,45.11,3,No,0
CUST001462,29,$59523,6,70.45,Month-to-Month,Credit Card,3,25.06,5,No,1
CUST001463,35,$89063,15,66.01,Month-to-Month,Bank Transfer,4,29.67,4,No,1
CUST001464,30,,45,42.12,One-Year,Bank Transfer,6,29.74,3,Yes,0
CUST001465,,65,217,28,108.89,Month-to-Month,Credit Card,1,5.74,1,No,0
CUST001466,18,31,269,37,103.68,Two-Year,Credit Card,1,19.48,2,No,0
CUST001467,42,77,835,54,58.97,Two-Year,Bank Transfer,9,19.62,3,No,0
CUST001468,43,275826,63,60.53,Month-to-Month,Credit Card,7,14.6,5,No,0
CUST001469,18,,18,88.18,One-Year,Bank Transfer,3,33.27,4,No,0
CUST001470,18,42K,63,63.62,One-Year,Credit Card,2,15.64,4,No,0
CUST001471,31,56,327,16,120.44,Two-Year,Credit Card,5,12.71,1,Yes,0
CUST001472,42,65K,41,47.41,One-Year,Electronic Check,2,31.41,4,Yes,1
CUST001473,46,,11,92.71,Month-to-Month,Credit Card,4,56.66,5,No,1
CUST001474,62,$76895,25,74.33,Two-Year,Bank Transfer,5,19.47,4,Yes,1
CUST001475,,$73106,41,45.67,Month-to-Month,Bank Transfer,2,8.77,1,Yes,1
CUST001476,,102,870,37,65.54,One-Year,Credit Card,2,8.83,4,Yes,0
CUST001477,,84513,63,21.23,One-Year,Bank Transfer,4,19.08,2,Yes,0
CUST001478,54,20,000,3,73.54,Month-to-Month,Bank Transfer,2,42.91,3,Yes,1
CUST001479,,$43684,8,91.9,Month-to-Month,Electronic Check,3,30.1,3,No,0
CUST001480,40,$66324,13,58.5,Two-Year,Bank Transfer,4,32.99,2,Yes,0
CUST001481,44,$36681,70,80.93,One-Year,Credit Card,4,0.13,5,Yes,1
CUST001482,39,20,000,72,102.4,Month-to-Month,Credit Card,4,35.6,1,No,0
CUST001483,21,20K,36,74.26,One-Year,Credit Card,1,32.38,5,Yes,1
CUST001484,57,370,543,23,,One-Year,Bank Transfer,3,47.9,4,Yes,0
CUST001485,,94,331,69,112.47,Two-Year,Electronic Check,5,38.12,2,No,0
CUST001486,54,79K,61,85.34,Two-Year,Credit Card,3,9.28,3,Yes,1
CUST001487,43,20K,47,64.58,One-Year,Bank Transfer,2,8.57,1,No,0
CUST001488,,20K,22,,One-Year,Credit Card,4,18.41,4,Yes,1
CUST001489,34,73,154,14,97.95,Month-to-Month,Credit Card,6,29.64,2,Yes,1
CUST001490,27,,67,79.68,One-Year,Credit Card,6,29.15,3,No,1
CUST001491,43,67,347,26,40.22,Two-Year,Bank Transfer,3,18.73,4,No,0
CUST001492,41,34802,58,74.66,Month-to-Month,Bank Transfer,0,58.01,2,Yes,1
CUST001493,,69027,12,113.85,Month-to-Month,Bank Transfer,7,46.69,1,Yes,1
CUST001494,,74,938,27,62.93,Two-Year,Bank Transfer,6,30.76,4,Yes,1
CUST001495,71,,60,39.59,Month-to-Month,Credit Card,3,33.62,5,No,1
CUST001496,63,$68220,31,35.77,Two-Year,Electronic Check,3,33.98,4,Yes,0
CUST001497,,46118,14,26.34,One-Year,Credit Card,4,17.54,2,Yes,0
CUST001498,18,89,723,71,49.64,Month-to-Month,Credit Card,4,47.63,5,Yes,1
CUST001499,50,46K,32,,Two-Year,Credit Card,5,32.15,4,No,1
CUST001500,25,$52749,34,64.54,Two-Year,Bank Transfer,7,80.34,5,No,0
CUST001501,60,,55,116.34,One-Year,Bank Transfer,1,14.67,4,No,0
CUST001502,47,67513,53,98.44,Month-to-Month,Electronic Check,3,5.3,5,Yes,1
CUST001503,54,$66993,50,39.67,Month-to-Month,Bank Transfer,49,19.91,4,No,1
CUST001504,26,75,066,4,62.14,One-Year,Bank Transfer,29,37.82,3,No,0
CUST001505,,43222,12,65.35,One-Year,Electronic Check,3,7.15,5,No,0
CUST001506,52,66K,51,20,One-Year,Credit Card,2,34.06,1,No,0
CUST001507,54,42090,30,69.58,One-Year,Credit Card,0,25.53,4,No,0
CUST001508,23,$49049,42,61.3,Two-Year,Bank Transfer,8,25.07,4,No,0
CUST001509,,68840,40,30.21,One-Year,Electronic Check,4,46.03,5,No,0
CUST001510,,100179,31,58.41,Month-to-Month,Electronic Check,3,22.88,1,Yes,1
CUST001511,64,38,900,45,62.97,Month-to-Month,Credit Card,1,61.65,5,No,1
CUST001512,61,42K,70,91.32,Two-Year,Bank Transfer,9,24.79,1,No,0
CUST001513,40,27K,3,47.58,Two-Year,Credit Card,1,28.38,1,No,1
CUST001514,19,$29459,14,51.95,Two-Year,Credit Card,37,32.9,4,No,0
CUST001515,48,344K,39,57.39,Month-to-Month,Bank Transfer,4,11.16,1,Yes,1
CUST001516,29,53386,47,47.33,Two-Year,Bank Transfer,3,19.26,5,No,0
CUST001517,57,49K,3,27.78,Month-to-Month,Bank Transfer,1,21.33,2,Yes,1
CUST001518,45,36763,72,41.46,One-Year,Bank Transfer,3,11.48,3,Yes,0
CUST001519,58,69K,71,,One-Year,Credit Card,4,6.54,1,No,0
CUST001520,15,34K,52,,Two-Year,Credit Card,1,34.82,1,No,0
CUST001521,41,20,000,43,66.49,Month-to-Month,Credit Card,4,58.46,4,No,0
CUST001522,73,52993,10,36.84,One-Year,Credit Card,33,31.92,5,Yes,1
CUST001523,62,56407,34,29.65,Month-to-Month,Credit Card,5,11.3,4,No,1
CUST001524,41,33851,-3,41.03,Two-Year,Bank Transfer,2,28.38,3,No,0
CUST001525,39,$20000,7,86.53,Month-to-Month,Credit Card,30,48.15,2,No,1
CUST001526,,$20000,47,,Two-Year,Credit Card,5,60.16,2,Yes,0
CUST001527,43,376,356,1,58.89,Month-to-Month,Bank Transfer,5,25.61,2,No,1
CUST001528,27,44K,45,68.85,Two-Year,Bank Transfer,7,11.92,3,No,0
CUST001529,33,89K,51,45.62,Two-Year,Electronic Check,3,8.64,4,No,0
CUST001530,26,35,531,49,87.86,Month-to-Month,Mailed Check,3,24.8,5,Yes,1
CUST001531,54,43,200,42,69.21,One-Year,Credit Card,2,29.47,5,No,0
CUST001532,47,,70,56.14,Month-to-Month,Electronic Check,4,38.08,5,No,0
CUST001533,31,52628,72,,One-Year,Bank Transfer,0,48.27,1,No,0
CUST001534,42,53465,13,83.87,One-Year,Credit Card,5,30.31,3,No,0
CUST001535,21,$34892,7,54.54,Month-to-Month,Credit Card,2,17.89,4,No,0
CUST001536,51,74185,13,64.7,Month-to-Month,Electronic Check,4,17.67,3,No,0
CUST001537,48,,53,105.29,One-Year,Bank Transfer,8,25.37,4,Yes,1
CUST001538,,78,548,6,39.4,Two-Year,Electronic Check,2,6.57,3,No,0
CUST001539,,$56934,71,93.15,Month-to-Month,Bank Transfer,4,11.89,4,No,0
CUST001540,56,$61942,12,36.77,Two-Year,Bank Transfer,0,2.77,5,Yes,0
CUST001541,,57K,7,92.84,Two-Year,Credit Card,2,20.67,2,No,0
CUST001542,63,25066,13,20,Two-Year,Credit Card,0,55.24,1,Yes,1
CUST001543,52,71,504,5,25.08,Month-to-Month,Credit Card,3,71.73,5,No,0
CUST001544,,64,909,56,95.47,One-Year,Credit Card,3,44.68,5,Yes,1
CUST001545,48,59K,14,40.18,Month-to-Month,Bank Transfer,3,28.02,1,Yes,1
CUST001546,29,39K,30,37.39,Month-to-Month,Bank Transfer,2,17.77,4,Yes,1
CUST001547,66,34K,41,,Two-Year,Credit Card,3,24.93,4,Yes,0
CUST001548,21,92,097,26,38.32,Month-to-Month,Electronic Check,4,44.86,4,Yes,0
CUST001549,50,121K,55,,Two-Year,Bank Transfer,2,32.3,5,No,0
CUST001550,43,41296,7,45.93,Month-to-Month,Credit Card,30,11.69,5,No,1
CUST001551,49,36K,43,62.03,Two-Year,Credit Card,2,0.32,3,No,0
CUST001552,60,$88135,72,82.75,Month-to-Month,Credit Card,5,20.64,1,Yes,1
CUST001553,70,57638,-7,74.1,Month-to-Month,Bank Transfer,4,16.35,1,No,0
CUST001554,24,56,348,7,41.65,Month-to-Month,Bank Transfer,5,19.5,5,No,0
CUST001555,39,41,988,18,70.68,Two-Year,Credit Card,8,54.25,5,No,0
CUST001556,65,$39900,14,75.81,Two-Year,Bank Transfer,2,25.64,3,Yes,0
CUST001557,,$66697,66,28.31,Month-to-Month,Credit Card,15,37.18,2,Yes,0
CUST001558,25,$71384,31,32.57,One-Year,Bank Transfer,5,3.68,1,No,0
CUST001559,62,47K,69,80.8,Month-to-Month,Electronic Check,4,36.05,2,No,0
CUST001560,18,63,065,54,105.79,Month-to-Month,Bank Transfer,1,29.35,3,Yes,1
CUST001561,,$45709,16,68.3,Month-to-Month,Credit Card,38,22.43,2,No,0
CUST001562,30,65K,27,55.39,Two-Year,Electronic Check,4,21.44,4,No,0
CUST001563,54,,-4,80.77,Month-to-Month,Bank Transfer,4,15.1,4,No,0
CUST001564,45,$110991,61,66.25,Two-Year,Credit Card,1,10.39,2,Yes,0
CUST001565,60,$89264,70,99.41,Month-to-Month,Bank Transfer,5,41.89,1,No,0
CUST001566,52,$62113,50,41.42,One-Year,Credit Card,2,3.28,2,No,1
CUST001567,54,$100914,50,31.32,Month-to-Month,Electronic Check,2,8.16,4,No,1
CUST001568,60,84,224,61,84.99,Month-to-Month,Credit Card,6,1.6,5,Yes,1
CUST001569,34,58732,25,61.58,Two-Year,Credit Card,5,1.16,2,No,1
CUST001570,30,40138,36,67.18,Two-Year,Credit Card,3,29.34,2,No,0
CUST001571,53,20K,46,53.49,Two-Year,Credit Card,0,30.84,4,No,0
CUST001572,35,33K,-7,63.35,Month-to-Month,Electronic Check,3,15.97,1,No,0
CUST001573,64,$20000,70,101.57,Two-Year,Bank Transfer,1,22.27,2,No,0
CUST001574,,20,000,61,64.32,Two-Year,Bank Transfer,3,34.97,4,No,0
CUST001575,52,78,207,66,75.44,One-Year,Electronic Check,4,39.11,4,No,1
CUST001576,63,20000,8,20.72,Two-Year,Credit Card,4,5.64,3,No,0
CUST001577,57,78,980,10,85.76,One-Year,Credit Card,50,48.26,3,No,0
CUST001578,43,68247,58,82.1,Two-Year,Credit Card,2,48.47,4,No,0
CUST001579,35,,39,42.58,One-Year,Credit Card,7,31.86,5,No,0
CUST001580,47,49K,34,123.72,Two-Year,Bank Transfer,43,30.27,1,No,1
CUST001581,48,34,914,64,102.08,One-Year,Electronic Check,3,51.78,2,No,0
CUST001582,23,73,074,40,59.18,Month-to-Month,Bank Transfer,3,11.48,4,Yes,0
CUST001583,46,$273556,19,57.05,Two-Year,Bank Transfer,4,36.25,2,No,0
CUST001584,52,46K,42,63.93,One-Year,Credit Card,3,13.67,1,Yes,0
CUST001585,39,99K,1,80.21,Two-Year,Bank Transfer,4,34.22,1,No,1
CUST001586,34,56K,13,71.74,One-Year,Credit Card,3,37.16,2,Yes,0
CUST001587,18,20,000,1,101.83,Month-to-Month,Bank Transfer,4,17.39,3,Yes,1
CUST001588,53,$67527,28,64.05,Two-Year,Credit Card,5,21.64,5,No,0
CUST001589,30,20000,69,56.18,One-Year,Credit Card,4,18.99,1,No,0
CUST001590,46,37,733,61,56.39,Two-Year,Credit Card,1,21.91,3,No,0
CUST001591,63,20000,47,90.68,Month-to-Month,Bank Transfer,3,20.87,4,No,1
CUST001592,26,60,868,19,58.88,Month-to-Month,Electronic Check,3,42.76,3,Yes,0
CUST001593,40,40452,25,56.86,One-Year,Credit Card,6,10.45,5,Yes,0
CUST001594,60,21685,59,,Two-Year,Bank Transfer,2,21.64,2,No,1
CUST001595,45,30,106,69,40.54,One-Year,Credit Card,2,22.85,4,Yes,0
CUST001596,37,53,609,14,,One-Year,Bank Transfer,4,15.85,3,Yes,1
CUST001597,51,23,768,43,79.01,Month-to-Month,Credit Card,3,26.86,2,No,0
CUST001598,,$68728,37,91.15,Month-to-Month,Electronic Check,3,5.85,4,Yes,0
CUST001599,29,39K,47,68.76,Two-Year,Credit Card,1,20.97,1,No,0
CUST001600,34,39799,6,,Two-Year,Bank Transfer,4,7.73,4,No,0
CUST001601,,48K,-1,89.37,Month-to-Month,Credit Card,1,14.54,1,No,0
CUST001602,24,75,219,28,,Two-Year,Electronic Check,4,33.65,2,No,0
CUST001603,41,62K,41,85.13,Month-to-Month,Bank Transfer,0,32.91,3,No,0
CUST001604,35,62,323,25,65.41,Two-Year,Credit Card,1,62.92,5,No,0
CUST001605,78,43,867,12,66.26,One-Year,Electronic Check,3,61.39,2,Yes,0
CUST001606,18,86,846,32,100.75,Month-to-Month,Bank Transfer,3,11.75,2,No,0
CUST001607,40,$41774,4,79.75,Two-Year,Bank Transfer,3,5.36,5,No,1
CUST001608,41,78K,47,79.28,Month-to-Month,Electronic Check,2,33.96,4,No,0
CUST001609,34,$44782,10,76.55,Two-Year,Bank Transfer,36,3.71,2,No,0
CUST001610,45,$36620,2,74.59,Two-Year,Bank Transfer,1,31.61,4,No,0
CUST001611,63,20,000,25,34.8,Two-Year,Bank Transfer,6,1.35,2,Yes,1
CUST001612,28,$95239,23,75.88,Month-to-Month,Bank Transfer,1,16.94,1,Yes,1
CUST001613,61,72K,14,25.17,One-Year,Credit Card,6,41.9,5,No,0
CUST001614,44,35K,70,49.22,Two-Year,Bank Transfer,49,4.56,2,No,0
CUST001615,30,$20000,60,115.26,Two-Year,Bank Transfer,4,24.03,3,No,0
CUST001616,44,$53844,68,81.71,Month-to-Month,Credit Card,2,32.58,2,No,0
CUST001617,34,65,815,31,20,Two-Year,Electronic Check,2,33.03,3,Yes,0
CUST001618,,$55790,2,31.28,Two-Year,Bank Transfer,3,32.84,1,No,1
CUST001619,62,33,175,57,89.65,One-Year,Credit Card,4,5.43,1,No,0
CUST001620,42,79K,23,53.42,One-Year,Credit Card,7,21.12,2,Yes,1
CUST001621,44,63679,44,50.15,One-Year,Bank Transfer,4,40.94,2,Yes,1
CUST001622,51,30066,60,47.42,One-Year,Electronic Check,4,2.99,4,No,1
CUST001623,59,31,265,29,20,Two-Year,Bank Transfer,4,33.97,5,Yes,0
CUST001624,45,$25735,25,96.85,Month-to-Month,Credit Card,2,25.85,4,No,0
CUST001625,73,$70380,72,21.57,Two-Year,Electronic Check,6,30.66,3,Yes,1
CUST001626,41,49K,44,88.28,Month-to-Month,Electronic Check,5,19.49,4,Yes,0
CUST001627,59,111360,58,87.38,One-Year,Bank Transfer,27,38.79,4,No,1
CUST001628,55,53,235,33,96.38,Month-to-Month,Credit Card,1,1.27,1,No,0
CUST001629,69,57K,57,71.91,Month-to-Month,Electronic Check,5,28.86,4,No,1
CUST001630,42,$36937,37,90.81,Two-Year,Credit Card,0,17.94,4,No,0
CUST001631,50,,59,87.57,Two-Year,Bank Transfer,0,33.76,3,No,0
CUST001632,,46K,68,,One-Year,Credit Card,4,26.03,1,Yes,1
CUST001633,30,$67786,34,70.61,One-Year,Bank Transfer,44,46.14,3,No,0
CUST001634,,62K,50,33.81,Month-to-Month,Credit Card,4,18.25,1,Yes,1
CUST001635,53,$59563,61,41.45,Month-to-Month,Credit Card,2,54.6,2,No,0
CUST001636,41,33,404,28,69.11,Two-Year,Bank Transfer,5,51.68,4,No,1
CUST001637,34,$44043,8,52.81,One-Year,Credit Card,3,11.78,3,No,0
CUST001638,58,$55687,1,76.31,Month-to-Month,Credit Card,2,5.19,3,No,0
CUST001639,52,56079,69,20,One-Year,Bank Transfer,4,38.65,1,No,1
CUST001640,42,$50411,46,54.92,Month-to-Month,Bank Transfer,21,11.3,2,Yes,1
CUST001641,,,58,21.2,Two-Year,Bank Transfer,2,35.91,1,No,1
CUST001642,33,39871,18,32.51,Month-to-Month,Credit Card,1,15.2,4,No,0
CUST001643,58,86371,5,53.72,Two-Year,Bank Transfer,2,47.85,5,No,0
CUST001644,63,$41850,30,78.33,Two-Year,Electronic Check,21,3.48,3,No,0
CUST001645,,$27377,27,50.86,Month-to-Month,Electronic Check,3,14.81,4,No,0
CUST001646,60,86314,58,48.48,One-Year,Electronic Check,5,10.84,5,No,1
CUST001647,53,59K,10,50.31,Two-Year,Credit Card,2,55.65,4,No,0
CUST001648,51,55,487,-6,52.84,One-Year,Electronic Check,5,35.78,1,No,0
CUST001649,43,96,468,28,30.15,One-Year,Electronic Check,6,48.55,1,No,0
CUST001650,32,,12,,Two-Year,Electronic Check,5,22.7,5,No,0
CUST001651,,46113,51,61.91,One-Year,Credit Card,21,11.07,4,Yes,1
CUST001652,60,65K,32,46.76,Two-Year,Bank Transfer,2,13.07,2,No,1
CUST001653,,45455,6,84.45,Two-Year,Electronic Check,6,40.11,3,No,0
CUST001654,69,92K,11,88.94,Two-Year,Mailed Check,2,1.1,3,No,0
CUST001655,,$86940,45,58.25,One-Year,Bank Transfer,3,21.83,4,No,0
CUST001656,,$20000,55,73.52,Month-to-Month,Credit Card,3,31.96,1,No,0
CUST001657,59,53K,72,,One-Year,Electronic Check,3,46.1,5,Yes,1
